id,study_geo,run,library_layout,instrument_model,submission,study,sample,experiment,ftp,pmid,factor,time,stage,bibtexkey
GSM1412516,GSE58491,SRR1393800,SINGLE - ,Illumina HiSeq 2000,SRA170514,SRP043216,SRS637179,SRX597235,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/000/SRR1393800/SRR1393800.fastq.gz,25503565,H3K4me3,NA,0,kang_identification_2015
GSM1412517,GSE58491,SRR1393801,SINGLE - ,Illumina HiSeq 2000,SRA170514,SRP043216,SRS637180,SRX597236,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/001/SRR1393801/SRR1393801.fastq.gz,25503565,H3K79me2,NA,0,kang_identification_2015
GSM1412518,GSE58491,SRR1393802,SINGLE - ,Illumina HiSeq 2000,SRA170514,SRP043216,SRS637181,SRX597237,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/002/SRR1393802/SRR1393802.fastq.gz,25503565,H3K79me3,NA,0,kang_identification_2015
GSM1412519,GSE58491,SRR1393803,SINGLE - ,Illumina HiSeq 2000,SRA170514,SRP043216,SRS637182,SRX597238,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/003/SRR1393803/SRR1393803.fastq.gz,25503565,H4K20me1,NA,0,kang_identification_2015
GSM1412520,GSE58491,SRR1393804,SINGLE - ,Illumina HiSeq 2000,SRA170514,SRP043216,SRS637183,SRX597239,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR139/004/SRR1393804/SRR1393804.fastq.gz,25503565,None,NA,0,kang_identification_2015
GSM686980,GSE27826,SRR185831,SINGLE - ,Illumina Genome Analyzer,SRA030606,SRP006001,SRS188739,SRX057537,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR185/SRR185831/SRR185831.fastq.gz,21427703,PPARG,144,3,siersbaek_extensive_2011
GSM1893623,GSE73432,SRR2518025,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090100,SRX1287756,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/005/SRR2518025/SRR2518025.fastq.gz,26590716,H3K4me3,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893624,GSE73432,SRR2518026,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090099,SRX1287757,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/006/SRR2518026/SRR2518026.fastq.gz,26590716,H3K27me3,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893625,GSE73432,SRR2518027,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090098,SRX1287758,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/007/SRR2518027/SRR2518027.fastq.gz,26590716,H3K9me3,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893625,GSE73432,SRR2518028,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090098,SRX1287758,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/008/SRR2518028/SRR2518028.fastq.gz,26590716,H3K9me3,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893626,GSE73432,SRR2518029,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090097,SRX1287759,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/009/SRR2518029/SRR2518029.fastq.gz,26590716,H3K9me3,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893628,GSE73432,SRR2518031,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090096,SRX1287761,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/001/SRR2518031/SRR2518031.fastq.gz,26590716,SETDB1,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893628,GSE73432,SRR2518032,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090096,SRX1287761,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/002/SRR2518032/SRR2518032.fastq.gz,26590716,SETDB1,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893629,GSE73432,SRR2518033,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090094,SRX1287762,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/003/SRR2518033/SRR2518033.fastq.gz,26590716,SETDB1,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893630,GSE73432,SRR2518034,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090095,SRX1287763,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/004/SRR2518034/SRR2518034.fastq.gz,26590716,MBD1,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893630,GSE73432,SRR2518035,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090095,SRX1287763,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/005/SRR2518035/SRR2518035.fastq.gz,26590716,MBD1,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893631,GSE73432,SRR2518036,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090093,SRX1287764,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/006/SRR2518036/SRR2518036.fastq.gz,26590716,MBD1,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893632,GSE73432,SRR2518037,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090090,SRX1287765,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/007/SRR2518037/SRR2518037.fastq.gz,26590716,POLR2A,0,0,matsumura_h3k4/h3k9me3_2015
GSM1893633,GSE73432,SRR2518038,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090089,SRX1287766,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/008/SRR2518038/SRR2518038.fastq.gz,26590716,H3K4me3,192,3,matsumura_h3k4/h3k9me3_2015
GSM1893634,GSE73432,SRR2518039,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090092,SRX1287767,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/009/SRR2518039/SRR2518039.fastq.gz,26590716,H3K9me3,144,3,matsumura_h3k4/h3k9me3_2015
GSM1893634,GSE73432,SRR2518040,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090092,SRX1287767,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/000/SRR2518040/SRR2518040.fastq.gz,26590716,H3K9me3,144,3,matsumura_h3k4/h3k9me3_2015
GSM1893636,GSE73432,SRR2518042,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090088,SRX1287769,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/002/SRR2518042/SRR2518042.fastq.gz,26590716,SETDB1,144,3,matsumura_h3k4/h3k9me3_2015
GSM1893636,GSE73432,SRR2518043,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090088,SRX1287769,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/003/SRR2518043/SRR2518043.fastq.gz,26590716,SETDB1,144,3,matsumura_h3k4/h3k9me3_2015
GSM1893637,GSE73432,SRR2518044,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090087,SRX1287770,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/004/SRR2518044/SRR2518044.fastq.gz,26590716,POLR2A,144,3,matsumura_h3k4/h3k9me3_2015
GSM1893649,GSE73432,SRR2518058,SINGLE - ,Illumina Genome Analyzer IIx,SRA301001,SRP064188,SRS1090077,SRX1287782,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR251/008/SRR2518058/SRR2518058.fastq.gz,26590716,None,0,0,matsumura_h3k4/h3k9me3_2015
GSM790410,GSE31867,SRR341931,SINGLE - ,Illumina Genome Analyzer,SRA045746,SRP008061,SRS259963,SRX096020,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR341/SRR341931/SRR341931.fastq.gz,21914845,TCF7,24,1,cristancho_repressor_2011
GSM838021,GSE33821,SRR387766,SINGLE - ,Illumina HiSeq 2000,SRA048483,SRP009613,SRS281675,SRX110450,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387766/SRR387766.fastq.gz,24315104,Ubiquitin,NA,0,catic_genome-wide_2013
GSM838022,GSE33821,SRR387767,SINGLE - ,Illumina HiSeq 2000,SRA048483,SRP009613,SRS281676,SRX110451,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR387/SRR387767/SRR387767.fastq.gz,24315104,Ubiquitin,NA,0,catic_genome-wide_2013
GSM2233356,GSE84410,SRR3922552,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564199,SRX1949133,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/002/SRR3922552/SRR3922552.fastq.gz,27899593,H3K4me3,0,0,Brier2017
GSM2233357,GSE84410,SRR3922553,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564201,SRX1949134,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/003/SRR3922553/SRR3922553.fastq.gz,27899593,H3K4me3,0,0,Brier2017
GSM2233358,GSE84410,SRR3922554,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564203,SRX1949135,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/004/SRR3922554/SRR3922554.fastq.gz,27899593,H3K4me3,4,1,Brier2017
GSM2233359,GSE84410,SRR3922555,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564202,SRX1949136,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/005/SRR3922555/SRR3922555.fastq.gz,27899593,H3K4me3,4,1,Brier2017
GSM2233360,GSE84410,SRR3922556,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564204,SRX1949137,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/006/SRR3922556/SRR3922556.fastq.gz,27899593,H3K4me3,48,1,Brier2017
GSM2233361,GSE84410,SRR3922557,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564205,SRX1949138,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/007/SRR3922557/SRR3922557.fastq.gz,27899593,H3K4me3,48,1,Brier2017
GSM2233368,GSE84410,SRR3922564,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564212,SRX1949145,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/004/SRR3922564/SRR3922564.fastq.gz,27899593,None,NA,NA,Brier2017
GSM2233369,GSE84410,SRR3922565,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564213,SRX1949146,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/005/SRR3922565/SRR3922565.fastq.gz,27899593,KDM5A,0,0,Brier2017
GSM2233370,GSE84410,SRR3922566,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564214,SRX1949147,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/006/SRR3922566/SRR3922566.fastq.gz,27899593,KDM5A,4,1,Brier2017
GSM2233371,GSE84410,SRR3922567,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564215,SRX1949148,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/007/SRR3922567/SRR3922567.fastq.gz,27899593,KDM5A,48,1,Brier2017
GSM2233373,GSE84410,SRR3922569,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1564217,SRX1949150,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR392/009/SRR3922569/SRR3922569.fastq.gz,27899593,KDM5C,48,1,Brier2017
GSM2257695,GSE85100,SRR3994080,PAIRED - ,NextSeq 500,SRA447767,SRP080809,SRS1597666,SRX1995147,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994080/SRR3994080_1.fastq.gz,28107648,None,NA,0,luo_parp-1_2017
GSM2257695,GSE85100,SRR3994080,PAIRED - ,NextSeq 500,SRA447767,SRP080809,SRS1597666,SRX1995147,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994080/SRR3994080_2.fastq.gz,28107648,None,NA,0,luo_parp-1_2017
GSM2257696,GSE85100,SRR3994081,PAIRED - ,NextSeq 500,SRA447767,SRP080809,SRS1597667,SRX1995148,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994081/SRR3994081_1.fastq.gz,28107648,None,NA,0,luo_parp-1_2017
GSM2257696,GSE85100,SRR3994081,PAIRED - ,NextSeq 500,SRA447767,SRP080809,SRS1597667,SRX1995148,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994081/SRR3994081_2.fastq.gz,28107648,None,NA,0,luo_parp-1_2017
GSM2257705,GSE85100,SRR3994090,PAIRED - ,NextSeq 500,SRA447767,SRP080809,SRS1597676,SRX1995157,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994090/SRR3994090_1.fastq.gz,28107648,CEBPB,NA,0,luo_parp-1_2017
GSM2257705,GSE85100,SRR3994090,PAIRED - ,NextSeq 500,SRA447767,SRP080809,SRS1597676,SRX1995157,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/000/SRR3994090/SRR3994090_2.fastq.gz,28107648,CEBPB,NA,0,luo_parp-1_2017
GSM2257706,GSE85100,SRR3994091,PAIRED - ,NextSeq 500,SRA447767,SRP080809,SRS1597677,SRX1995158,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994091/SRR3994091_1.fastq.gz,28107648,CEBPB,NA,0,luo_parp-1_2017
GSM2257706,GSE85100,SRR3994091,PAIRED - ,NextSeq 500,SRA447767,SRP080809,SRS1597677,SRX1995158,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR399/001/SRR3994091/SRR3994091_2.fastq.gz,28107648,CEBPB,NA,0,luo_parp-1_2017
GSM2391498,GSE84410,SRR5020729,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1798746,SRX2348508,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR502/009/SRR5020729/SRR5020729.fastq.gz,27899593,KDM5A,0,0,Brier2017
GSM2391499,GSE84410,SRR5020730,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1798747,SRX2348509,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR502/000/SRR5020730/SRR5020730.fastq.gz,27899593,KDM5A,4,1,Brier2017
GSM2391500,GSE84410,SRR5020731,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1798748,SRX2348510,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR502/001/SRR5020731/SRR5020731.fastq.gz,27899593,KDM5A,48,1,Brier2017
GSM2391501,GSE84410,SRR5020732,SINGLE - ,Illumina HiSeq 1500,SRA440493,SRP078506,SRS1798749,SRX2348511,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR502/002/SRR5020732/SRR5020732.fastq.gz,27899593,KDM5C,48,1,Brier2017
GSM2515924,GSE95533,SRR5297566,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016691,SRX2599773,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/006/SRR5297566/SRR5297566.fastq.gz,28475875,CTCF,4,1,siersbaek_dynamic_2017
GSM2515925,GSE95533,SRR5297567,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016685,SRX2599774,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/007/SRR5297567/SRR5297567.fastq.gz,28475875,CTCF,4,1,siersbaek_dynamic_2017
GSM2515926,GSE95533,SRR5297568,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016686,SRX2599775,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/008/SRR5297568/SRR5297568.fastq.gz,28475875,CTCF,0,0,siersbaek_dynamic_2017
GSM2515927,GSE95533,SRR5297569,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016689,SRX2599776,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/009/SRR5297569/SRR5297569.fastq.gz,28475875,CTCF,0,0,siersbaek_dynamic_2017
GSM2515928,GSE95533,SRR5297570,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016687,SRX2599777,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/000/SRR5297570/SRR5297570.fastq.gz,28475875,CTCF,48,1,siersbaek_dynamic_2017
GSM2515929,GSE95533,SRR5297571,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016690,SRX2599778,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/001/SRR5297571/SRR5297571.fastq.gz,28475875,CTCF,48,1,siersbaek_dynamic_2017
GSM2515930,GSE95533,SRR5297572,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016688,SRX2599779,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/002/SRR5297572/SRR5297572.fastq.gz,28475875,CTCF,96,2,siersbaek_dynamic_2017
GSM2515931,GSE95533,SRR5297573,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016692,SRX2599780,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/003/SRR5297573/SRR5297573.fastq.gz,28475875,CTCF,96,2,siersbaek_dynamic_2017
GSM2515932,GSE95533,SRR5297574,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016693,SRX2599781,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/004/SRR5297574/SRR5297574.fastq.gz,28475875,CTCF,168,3,siersbaek_dynamic_2017
GSM2515933,GSE95533,SRR5297575,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016694,SRX2599782,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/005/SRR5297575/SRR5297575.fastq.gz,28475875,CTCF,168,3,siersbaek_dynamic_2017
GSM2515936,GSE95533,SRR5297578,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016697,SRX2599785,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/008/SRR5297578/SRR5297578.fastq.gz,28475875,H3K27ac,0,0,siersbaek_dynamic_2017
GSM2515937,GSE95533,SRR5297579,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016698,SRX2599786,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/009/SRR5297579/SRR5297579.fastq.gz,28475875,H3K27ac,0,0,siersbaek_dynamic_2017
GSM2515940,GSE95533,SRR5297582,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016701,SRX2599789,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/002/SRR5297582/SRR5297582.fastq.gz,28475875,H3K4me1,0,0,siersbaek_dynamic_2017
GSM2515941,GSE95533,SRR5297583,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016702,SRX2599790,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/003/SRR5297583/SRR5297583.fastq.gz,28475875,H3K4me1,0,0,siersbaek_dynamic_2017
GSM2515944,GSE95533,SRR5297586,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016705,SRX2599793,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/006/SRR5297586/SRR5297586.fastq.gz,28475875,H3K4me2,0,0,siersbaek_dynamic_2017
GSM2515945,GSE95533,SRR5297587,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016706,SRX2599794,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/007/SRR5297587/SRR5297587.fastq.gz,28475875,H3K4me2,0,0,siersbaek_dynamic_2017
GSM2515946,GSE95533,SRR5297588,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016708,SRX2599795,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/008/SRR5297588/SRR5297588.fastq.gz,28475875,HDAC2,4,1,siersbaek_dynamic_2017
GSM2515947,GSE95533,SRR5297589,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016707,SRX2599796,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/009/SRR5297589/SRR5297589.fastq.gz,28475875,HDAC2,4,1,siersbaek_dynamic_2017
GSM2515948,GSE95533,SRR5297590,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016710,SRX2599797,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/000/SRR5297590/SRR5297590.fastq.gz,28475875,HDAC2,0,0,siersbaek_dynamic_2017
GSM2515949,GSE95533,SRR5297591,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016712,SRX2599798,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/001/SRR5297591/SRR5297591.fastq.gz,28475875,HDAC2,0,0,siersbaek_dynamic_2017
GSM2515950,GSE95533,SRR5297592,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016709,SRX2599799,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/002/SRR5297592/SRR5297592.fastq.gz,28475875,HDAC3,4,1,siersbaek_dynamic_2017
GSM2515951,GSE95533,SRR5297593,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016713,SRX2599800,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/003/SRR5297593/SRR5297593.fastq.gz,28475875,HDAC3,4,1,siersbaek_dynamic_2017
GSM2515952,GSE95533,SRR5297594,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016711,SRX2599801,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/004/SRR5297594/SRR5297594.fastq.gz,28475875,HDAC3,0,0,siersbaek_dynamic_2017
GSM2515953,GSE95533,SRR5297595,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016714,SRX2599802,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/005/SRR5297595/SRR5297595.fastq.gz,28475875,HDAC3,0,0,siersbaek_dynamic_2017
GSM2515954,GSE95533,SRR5297596,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016716,SRX2599803,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/006/SRR5297596/SRR5297596.fastq.gz,28475875,MED1,4,1,siersbaek_dynamic_2017
GSM2515955,GSE95533,SRR5297597,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016717,SRX2599804,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/007/SRR5297597/SRR5297597.fastq.gz,28475875,MED1,4,1,siersbaek_dynamic_2017
GSM2515956,GSE95533,SRR5297598,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016715,SRX2599805,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/008/SRR5297598/SRR5297598.fastq.gz,28475875,MED1,0,0,siersbaek_dynamic_2017
GSM2515957,GSE95533,SRR5297599,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016718,SRX2599806,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/009/SRR5297599/SRR5297599.fastq.gz,28475875,MED1,0,0,siersbaek_dynamic_2017
GSM2515958,GSE95533,SRR5297600,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016722,SRX2599807,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/000/SRR5297600/SRR5297600.fastq.gz,28475875,MED1,48,1,siersbaek_dynamic_2017
GSM2515959,GSE95533,SRR5297601,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016719,SRX2599808,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/001/SRR5297601/SRR5297601.fastq.gz,28475875,MED1,48,1,siersbaek_dynamic_2017
GSM2515960,GSE95533,SRR5297602,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016720,SRX2599809,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/002/SRR5297602/SRR5297602.fastq.gz,28475875,MED1,96,2,siersbaek_dynamic_2017
GSM2515961,GSE95533,SRR5297603,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016721,SRX2599810,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/003/SRR5297603/SRR5297603.fastq.gz,28475875,MED1,96,2,siersbaek_dynamic_2017
GSM2515962,GSE95533,SRR5297604,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016725,SRX2599811,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/004/SRR5297604/SRR5297604.fastq.gz,28475875,MED1,168,3,siersbaek_dynamic_2017
GSM2515963,GSE95533,SRR5297605,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016723,SRX2599812,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/005/SRR5297605/SRR5297605.fastq.gz,28475875,MED1,168,3,siersbaek_dynamic_2017
GSM2515964,GSE95533,SRR5297606,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016724,SRX2599813,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/006/SRR5297606/SRR5297606.fastq.gz,28475875,NCOR1,4,1,siersbaek_dynamic_2017
GSM2515965,GSE95533,SRR5297607,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016726,SRX2599814,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/007/SRR5297607/SRR5297607.fastq.gz,28475875,NCOR1,4,1,siersbaek_dynamic_2017
GSM2515966,GSE95533,SRR5297608,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016734,SRX2599815,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/008/SRR5297608/SRR5297608.fastq.gz,28475875,NCOR1,0,0,siersbaek_dynamic_2017
GSM2515967,GSE95533,SRR5297609,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016727,SRX2599816,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/009/SRR5297609/SRR5297609.fastq.gz,28475875,NCOR1,0,0,siersbaek_dynamic_2017
GSM2515968,GSE95533,SRR5297610,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016728,SRX2599817,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/000/SRR5297610/SRR5297610.fastq.gz,28475875,EP300,4,1,siersbaek_dynamic_2017
GSM2515969,GSE95533,SRR5297611,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016731,SRX2599818,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/001/SRR5297611/SRR5297611.fastq.gz,28475875,EP300,4,1,siersbaek_dynamic_2017
GSM2515970,GSE95533,SRR5297612,SINGLE - ,Illumina HiSeq 1500,SRA541646,SRP100871,SRS2016729,SRX2599819,ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR529/002/SRR5297612/SRR5297612.fastq.gz,28475875,EP300,0,0,siersbaek_dynamic_2017
